Person_ID	Date	Company	Amount
35	9/9/2013	American International Group	8350
42	6/4/2008	The Boeing Company	100
4	2/3/2003	General Motors Corporation	8000
1	1/6/2004	General Dynamics Corporation	97650
29	11/20/2013	AFLAC Incorporated	1500
46	4/15/2001	Citigroup Inc	2500
13	7/4/2004	Aetna Inc.	10000
49	10/24/2009	L-3 Communications Hldgs.	100000
19	5/25/2014	ConocoPhillips	200
29	6/25/2002	Avnet, Inc.	97650
20	5/11/2005	DuPont	4500
32	4/10/2002	The Boeing Company	4500
49	9/6/2007	U.S. Bancorp	8350
31	3/12/2014	Capital One Financial Corp	10000
14	1/18/2009	Express Scripts	1200
32	3/13/2013	U.S. Bancorp	97650
18	3/18/2002	Home Depot, Inc.	10000
9	6/18/2015	J.C. Penney Company, Inc.	1000
21	5/25/2008	Exxon Mobil Corporation	10000
30	4/17/2002	Safeway Inc.	80500
32	2/28/2015	Wells Fargo & Company	900
23	12/25/2008	New York Life Insurance Company	97650
23	4/18/2015	Kohl's Corporation	750
9	8/9/2006	Computer Sciences Corporation	200
37	4/22/2001	Johnson & Johnson	100000
37	6/5/2004	HCA Inc.	75000
34	4/26/2005	Deere & Company	9000
20	10/21/2006	Constellation Energy Group	900
29	8/16/2006	CIGNA Corporation	5400
32	5/25/2006	American International Group	1200
3	11/27/2005	Prudential Financial, Inc	75000
17	5/15/2010	United Parcel Service of America, Inc	200
23	11/7/2000	PepsiCo, Inc.	100
3	1/28/2009	Hewlett-Packard Company	100000
11	2/15/2003	United Services Automobile Association	10000
27	2/2/2002	FedEx Corporation	10000
26	10/7/2002	Murphy Oil Corp	8000
25	10/6/2013	Plains All American Pipeline, L. P.	9000
4	3/18/2005	Honeywell International	5400
24	4/22/2001	Amazon.com Inc.	900
35	6/3/2012	Medco Health Solutions Inc	5400
7	12/20/2000	Time Warner Cable	300
1	1/24/2000	Cisco Systems, Inc.	750
7	8/25/2009	TIAA-CREF	4500
16	9/16/2015	Health Net, Inc.	750
9	10/18/2013	United Health Group Inc	100
23	11/4/2016	The Dow Chemical Company	4500
37	11/7/2004	State Farm Insurance	4500
6	9/5/2015	Occidental Petroleum Corp	8000
22	12/24/2014	General Dynamics Corporation	300
46	9/16/2012	Tyson Foods Inc	8350
11	3/16/2014	State Farm Insurance	900
1	9/26/2007	Lockheed Martin Corporation	500
45	5/7/2013	Sprint	75000
29	6/2/2011	Enterprise GP Holdings	1200
1	12/18/2009	Cardinal Health, Inc	100
36	6/15/2005	Philip Morris International	750
10	10/13/2015	United Parcel Service of America, Inc	900
34	4/25/2002	Coca-Cola Enterprises	1500
47	2/1/2003	Publix Super Markets	9000
3	10/8/2010	Eli Lilly and Co	750
30	5/1/2006	Costco Wholesale Corp.	200
3	5/17/2004	TIAA-CREF	900
2	8/24/2013	Oracle Corporation	100000
49	5/19/2003	Occidental Petroleum Corp	97650
38	10/24/2006	Dell, Inc	4500
10	8/26/2013	Hewlett-Packard Company	1200
11	12/1/2016	Eli Lilly and Co	100
25	10/21/2014	Cardinal Health, Inc	1000
44	6/9/2015	Caterpillar Inc.	750
22	6/7/2015	Best Buy Co., Inc.	500
44	12/26/2015	Lowe's Companies, Inc.	100
35	11/20/2008	AmerisourceBergen Corporation	500
4	11/24/2014	CIGNA Corporation	1000
42	4/11/2003	CVS Caremark	8350
49	5/25/2008	American Airlines - AMR	100
49	5/23/2012	Hartford Financial Services Group	900
20	4/4/2015	Target Corporation	100000
48	4/19/2000	Kraft Foods	900
47	2/3/2001	Tyson Foods Inc	1500
42	3/6/2011	Motorola Inc	97650
40	6/3/2005	Caterpillar Inc.	750
18	12/15/2003	FedEx Corporation	75000
12	10/2/2004	Intel Corporation	4500
39	3/7/2002	Archer-Daniels-Midland Company	8350
40	7/6/2000	TIAA-CREF	1000
34	4/27/2016	United Technologies Corporation	500
49	10/27/2000	International Assets Holding	10000
7	2/6/2013	Lockheed Martin Corporation	8350
46	4/19/2004	Archer-Daniels-Midland Company	80500
19	11/27/2009	Best Buy Co., Inc.	100
45	12/28/2005	FPL Group Inc	200
47	2/27/2002	CHS Inc	8000
49	8/28/2000	United Parcel Service of America, Inc	1000
44	12/17/2016	Express Scripts	500
3	1/13/2015	Nationwide Mutual Insurance Co	750
35	1/7/2007	FedEx Corporation	2500
34	6/16/2015	Cardinal Health, Inc	8350
1	12/21/2009	Motorola Inc	100000
32	7/7/2003	Health Net, Inc.	1500
38	8/23/2007	State Farm Insurance	8350
38	11/28/2003	United Services Automobile Association	100
7	3/4/2000	Liberty Mutual	500
45	4/24/2010	New York Life Insurance Company	2500
39	3/26/2012	J.P. Morgan Chase & Co	1500
10	11/8/2015	SYSCO Corporation	1500
43	9/13/2004	Kraft Foods	4500
38	7/13/2010	News Corp	1000
16	9/6/2003	The PNC Financial Services Group	750
42	8/2/2008	MetLife, Inc.	900
7	8/2/2004	DuPont	2500
47	12/19/2009	Fannie Mae	10000
49	8/20/2011	Southern Company	9000
39	5/27/2016	The Allstate Corporation	8350
24	8/13/2013	Enterprise GP Holdings	80500
48	5/19/2008	Whirlpool Corporation	97650
31	12/4/2011	Emerson Electric Co	8000
1	9/3/2012	Fannie Mae	2500
43	3/16/2014	News Corp	100000
22	12/15/2005	The Coca-Cola Company	500
45	10/28/2005	L-3 Communications Hldgs.	80500
19	4/27/2010	AT&T Corp	2500
7	5/21/2010	Hewlett-Packard Company	8350
42	6/23/2012	Kraft Foods	500
13	11/7/2010	Wells Fargo & Company	1500
37	3/13/2003	Tesoro Petroleum Corp	75000
12	9/25/2004	Enterprise GP Holdings	100
46	10/6/2000	ChevronTexaco Corporation	5400
28	3/17/2006	Prudential Financial, Inc	200
14	10/24/2003	The Coca-Cola Company	1200
41	7/3/2014	Honeywell International	8350
4	8/17/2011	The Directv Group Inc	5400
24	1/2/2007	ChevronTexaco Corporation	8000
21	10/9/2002	MassMutual Financial Group	100000
5	3/1/2008	3M Company	80500
37	6/1/2001	General Motors Corporation	200
25	5/27/2014	The Northwestern Mutual Life Insurance Company	500
39	6/11/2015	Dell, Inc	8000
23	9/4/2011	Lowe's Companies, Inc.	8350
48	4/1/2009	United Technologies Corporation	100000
38	4/19/2006	Goldman Sachs Group	100
39	7/7/2001	International Assets Holding	8350
4	6/6/2015	The Coca-Cola Company	80500
4	1/25/2006	Ingram Micro	9000
16	4/15/2009	Southern Company	100000
7	7/21/2004	General Dynamics Corporation	100000
6	11/15/2014	Procter & Gamble Co	1500
19	7/8/2014	Publix Super Markets	9000
1	1/10/2013	Amerada Hess Corporation	1500
41	10/4/2005	McDonald's Corporation	1500
8	9/12/2008	Marathon Oil Corp.	300
3	10/4/2009	International Assets Holding	5400
9	7/9/2002	United Technologies Corporation	200
15	2/7/2005	Comcast Corporation	8000
46	5/11/2014	General Motors Corporation	1500
33	8/2/2000	Time Warner Inc.	75000
45	12/28/2016	International Paper Company	100000
33	10/4/2000	Safeway Inc.	9000
38	3/28/2003	Occidental Petroleum Corp	5400
42	1/25/2005	Fluor Corporation	9000
36	6/25/2016	TJX Companies, Inc.	5400
39	12/14/2006	Emerson Electric Co	1200
40	6/2/2003	FPL Group Inc	8350
2	9/1/2006	Hartford Financial Services Group	8000
48	5/21/2003	Merck & Co Inc	5400
49	7/1/2007	Kimberly-Clark Corp	500
37	10/7/2007	AT&T Corp	8350
20	1/17/2014	Manpower Inc.	1200
36	6/18/2007	Whirlpool Corporation	4500
40	11/12/2001	Safeway Inc.	900
43	2/19/2012	Capital One Financial Corp	1000
20	7/18/2012	Bank of America Corporation	8000
32	2/1/2009	TJX Companies, Inc.	100000
26	12/3/2016	Sears Holdings Corporation	10000
41	2/25/2003	The PNC Financial Services Group	5400
37	5/9/2015	Humana Inc.	500
21	1/9/2004	CIGNA Corporation	900
14	9/20/2007	Staples, Inc.	97650
44	9/19/2001	Publix Super Markets	200
39	10/16/2016	Sears Holdings Corporation	200
19	12/11/2007	Staples, Inc.	9000
2	10/6/2014	General Motors Corporation	2500
34	1/11/2002	Target Corporation	2500
42	10/13/2016	The Directv Group Inc	1500
9	9/13/2015	Liberty Mutual	500
11	7/15/2006	American Express Company	80500
22	7/9/2001	Home Depot, Inc.	75000
5	12/12/2009	Ingram Micro	750
3	9/16/2005	CIGNA Corporation	1200
33	11/7/2013	International Business Machines Corporation	9000
40	9/17/2013	FedEx Corporation	1200
23	11/20/2002	Nationwide Mutual Insurance Co	200
47	3/19/2001	AT&T Corp	2500
22	4/10/2003	Fannie Mae	5400
47	2/7/2006	SYSCO Corporation	10000
15	2/25/2009	Motorola Inc	100
23	10/23/2010	Costco Wholesale Corp.	75000
38	8/12/2003	3M Company	1000
33	12/6/2015	Plains All American Pipeline, L. P.	75000
31	10/4/2005	Exelon Corporation	900
5	11/24/2004	Caterpillar Inc.	4500
32	10/10/2007	United Technologies Corporation	200
30	6/24/2016	Exxon Mobil Corporation	97650
36	9/20/2006	Murphy Oil Corp	1200
40	1/28/2013	Abbott Laboratories	200
7	6/11/2006	Target Corporation	1500
8	5/21/2007	Macy's	200
28	4/6/2014	Publix Super Markets	100
33	8/12/2013	American International Group	97650
29	1/18/2000	Manpower Inc.	750
16	2/16/2007	Abbott Laboratories	97650
1	11/3/2015	State Farm Insurance	1500
34	3/25/2006	Microsoft Corporation	100000
33	2/23/2016	Alcoa	750
45	8/12/2003	SYSCO Corporation	750
48	7/10/2016	Nationwide Mutual Insurance Co	4500
2	6/18/2013	Eli Lilly and Co	900
37	8/24/2016	TIAA-CREF	300
3	12/11/2004	Best Buy Co., Inc.	80500
17	10/14/2008	Ingram Micro	750
46	10/28/2000	CVS Caremark	100
11	3/13/2006	Humana Inc.	1500
35	3/15/2011	Johnson Controls, Inc.	200
22	9/1/2016	General Dynamics Corporation	97650
38	6/20/2008	J.P. Morgan Chase & Co	1000
7	2/18/2012	State Farm Insurance	75000
16	12/7/2014	International Assets Holding	5400
19	1/13/2013	Johnson Controls, Inc.	300
46	2/12/2001	Freddie Mac	4500
25	6/22/2001	The Boeing Company	200
41	1/19/2009	Johnson Controls, Inc.	9000
35	8/8/2008	Enterprise GP Holdings	500
42	2/2/2003	Macy's	500
4	11/23/2009	American International Group	300
36	4/21/2002	3M Company	500
47	7/8/2008	Rite Aid Corporation	2500
28	9/21/2008	UAL Corporation(United Airlines)	10000
2	7/4/2014	State Farm Insurance	9000
13	10/19/2002	Wal-Mart Stores, Inc.	75000
18	1/4/2003	Walgreen Company	750
47	4/16/2002	Publix Super Markets	80500
32	8/3/2009	Time Warner Cable	8350
24	6/7/2002	Altria Group Inc	5400
14	5/21/2008	ChevronTexaco Corporation	10000
10	10/2/2013	Nationwide Mutual Insurance Co	1500
15	4/12/2016	Nationwide Mutual Insurance Co	1200
21	4/11/2004	Enterprise GP Holdings	9000
49	9/21/2010	The Kroger Co	100000
22	12/4/2015	Prudential Financial, Inc	500
34	1/18/2013	TIAA-CREF	100
24	6/27/2006	Intel Corporation	500
5	1/19/2002	Liberty Mutual	8350
26	5/1/2008	Aetna Inc.	1500
45	3/20/2004	Altria Group Inc	2500
22	11/11/2000	Nationwide Mutual Insurance Co	500
29	5/24/2011	Freddie Mac	750
17	12/2/2016	Archer-Daniels-Midland Company	5400
31	3/20/2014	Home Depot, Inc.	2500
21	2/14/2006	United Technologies Corporation	500
10	2/18/2013	International Assets Holding	75000
9	9/5/2010	Home Depot, Inc.	10000
16	3/5/2016	CHS Inc	200
3	2/12/2004	McDonald's Corporation	300
5	5/6/2010	Coca-Cola Enterprises	80500
28	12/1/2007	Publix Super Markets	500
31	8/28/2007	McKesson Corporation	750
9	5/11/2011	Alcoa	500
2	5/12/2010	J.C. Penney Company, Inc.	80500
34	11/3/2015	Philip Morris International	10000
9	8/23/2001	Computer Sciences Corporation	300
28	5/7/2004	The Directv Group Inc	100
43	8/19/2010	GMAC	1200
40	4/7/2007	Aetna Inc.	9000
47	11/10/2001	Goodyear Tire & Rubber	900
29	8/18/2008	AT&T Corp	200
6	8/5/2009	General Electric Company	80500
21	2/16/2005	WellPoint Health Networks	2500
46	2/7/2012	Citigroup Inc	8350
11	7/6/2016	Exelon Corporation	1200
11	2/25/2003	Walgreen Company	200
27	6/6/2013	ConocoPhillips	750
40	3/11/2005	Express Scripts	97650
8	10/2/2015	McDonald's Corporation	75000
3	7/23/2003	United Technologies Corporation	75000
36	6/23/2009	General Motors Corporation	1500
43	9/8/2009	Intel Corporation	9000
24	12/7/2000	Macy's	4500
32	5/24/2001	Ford Motor Company	750
25	11/28/2016	General Electric Company	10000
32	4/26/2011	Tesoro Petroleum Corp	5400
8	2/18/2010	Wal-Mart Stores, Inc.	8350
20	11/14/2001	The Kroger Co	8000
1	2/20/2011	Johnson Controls, Inc.	4500
27	4/26/2012	Freddie Mac	2500
19	1/12/2008	Fannie Mae	8000
7	12/22/2000	Prudential Financial, Inc	300
34	12/24/2013	AmerisourceBergen Corporation	900
5	9/28/2016	United Parcel Service of America, Inc	5400
21	3/10/2009	The Walt Disney Company	8350
11	6/16/2007	The Kroger Co	10000
39	9/16/2013	Freddie Mac	10000
6	1/6/2014	Ingram Micro	300
8	4/24/2008	Whirlpool Corporation	500
37	12/25/2002	Sprint	900
1	4/28/2000	American International Group	75000
1	8/16/2011	U.S. Bancorp	1200
12	11/20/2015	Raytheon Company	75000
18	7/24/2001	Eli Lilly and Co	10000
27	7/9/2009	Home Depot, Inc.	4500
14	6/16/2006	Dell, Inc	200
34	1/26/2016	Dell, Inc	750
12	6/12/2011	Motorola Inc	1500
43	1/12/2001	Goldman Sachs Group	1500
16	12/27/2004	GMAC	100
46	7/27/2005	Cardinal Health, Inc	10000
2	1/19/2009	Tesoro Petroleum Corp	75000
17	1/26/2007	American International Group	9000
40	1/27/2005	The Dow Chemical Company	8350
15	1/14/2002	The Dow Chemical Company	10000
20	3/20/2008	State Farm Insurance	300
36	2/17/2012	Apple Computer, Inc	4500
21	8/9/2009	Amazon.com Inc.	1000
23	7/3/2007	TJX Companies, Inc.	1200
4	6/27/2013	Tyson Foods Inc	100000
48	12/3/2002	U.S. Bancorp	1200
18	10/19/2011	Freddie Mac	10000
5	6/24/2003	Goodyear Tire & Rubber	8350
16	4/13/2007	Alcoa	2500
43	12/9/2009	Cisco Systems, Inc.	100000
35	3/26/2009	The Kroger Co	10000
46	3/18/2013	Travelers Cos	2500
16	11/11/2015	Medco Health Solutions Inc	200
40	12/18/2012	DuPont	4500
46	12/4/2015	Safeway Inc.	1000
12	2/25/2008	Supervalu Inc	750
43	4/19/2015	Aetna Inc.	1000
48	11/4/2004	Eli Lilly and Co	10000
38	5/28/2010	Google	2500
31	7/14/2008	The Dow Chemical Company	1200
20	8/17/2003	Costco Wholesale Corp.	500
8	4/23/2001	McKesson Corporation	8000
42	3/17/2000	Cardinal Health, Inc	500
47	10/4/2008	Apple Computer, Inc	10000
28	3/23/2014	TIAA-CREF	2500
21	3/18/2003	Caterpillar Inc.	80500
12	8/28/2009	Altria Group Inc	10000
38	9/17/2009	Lockheed Martin Corporation	900
24	8/17/2008	Ford Motor Company	500
16	4/7/2004	Cardinal Health, Inc	500
38	3/5/2012	Lockheed Martin Corporation	300
18	5/6/2003	American International Group	300
30	1/22/2015	Sprint	100
22	2/25/2002	AmerisourceBergen Corporation	9000
33	11/23/2008	ChevronTexaco Corporation	97650
35	9/6/2008	DuPont	2500
10	4/10/2014	Kraft Foods	200
33	7/26/2008	ConocoPhillips	2500
5	6/12/2009	Capital One Financial Corp	300
11	3/21/2002	Whirlpool Corporation	97650
4	11/27/2008	TJX Companies, Inc.	750
48	11/3/2007	Ford Motor Company	97650
49	10/10/2003	Citigroup Inc	1200
13	7/16/2009	Emerson Electric Co	300
13	4/20/2008	Health Net, Inc.	4500
2	5/4/2005	Exelon Corporation	80500
19	7/21/2003	WellPoint Health Networks	500
17	9/28/2001	Home Depot, Inc.	1200
47	2/4/2001	Bristol-Myers Squibb Co.	500
46	3/11/2004	Enterprise GP Holdings	5400
37	2/23/2009	Best Buy Co., Inc.	5400
20	2/9/2004	Bristol-Myers Squibb Co.	75000
10	1/10/2015	United Technologies Corporation	80500
16	2/3/2010	Microsoft Corporation	500
43	4/20/2014	FedEx Corporation	80500
4	7/25/2007	New York Life Insurance Company	5400
14	8/10/2010	Kohl's Corporation	5400
37	2/24/2005	Verizon Communications	5400
36	6/23/2004	Sears Holdings Corporation	5400
35	1/8/2000	New York Life Insurance Company	4500
24	11/6/2009	Whirlpool Corporation	750
31	12/13/2015	Lowe's Companies, Inc.	2500
2	4/14/2000	International Paper Company	500
14	8/28/2008	Hartford Financial Services Group	4500
28	6/10/2000	The Boeing Company	200
5	8/9/2005	UAL Corporation(United Airlines)	1200
42	10/28/2008	Ford Motor Company	750
37	9/17/2015	Macy's	10000
5	1/23/2013	Tyson Foods Inc	300
46	12/5/2009	United Parcel Service of America, Inc	80500
20	3/11/2015	Hewlett-Packard Company	100
16	1/22/2004	American Express Company	75000
43	7/28/2012	TIAA-CREF	1200
22	10/11/2002	State Farm Insurance	5400
43	6/12/2016	Delta Air Lines Inc	9000
40	1/16/2011	Kraft Foods	9000
38	2/15/2006	TIAA-CREF	5400
26	12/26/2002	The Allstate Corporation	750
29	8/25/2001	Oracle Corporation	1500
40	5/20/2007	Freddie Mac	8350
17	3/3/2009	Google	1200
38	6/14/2010	Lowe's Companies, Inc.	1200
19	2/25/2006	Supervalu Inc	8350
30	6/10/2007	Sunoco Inc	300
49	9/3/2001	Time Warner Cable	80500
21	5/17/2002	Eli Lilly and Co	8350
17	10/27/2010	Google	10000
10	10/4/2006	Home Depot, Inc.	97650
49	8/4/2005	Capital One Financial Corp	750
14	1/10/2011	CHS Inc	900
11	7/12/2000	Enterprise GP Holdings	200
5	5/28/2009	Philip Morris International	100
28	9/17/2015	Goodyear Tire & Rubber	80500
28	9/10/2014	Avnet, Inc.	5400
38	3/22/2013	Safeway Inc.	200
48	5/15/2016	Tyson Foods Inc	80500
27	8/11/2012	Merck & Co Inc	75000
20	7/18/2011	Pfizer Inc.	9000
45	12/7/2012	Honeywell International	1500
45	6/7/2000	TIAA-CREF	750
19	4/14/2004	Apple Computer, Inc	300
19	4/27/2014	Fluor Corporation	100
1	11/16/2016	Lockheed Martin Corporation	5400
46	4/11/2011	Berkshire Hathaway	100000
13	7/23/2000	Goodyear Tire & Rubber	200
39	1/1/2016	Bank of America Corporation	200
24	6/24/2014	The Walt Disney Company	8000
37	4/27/2009	Exxon Mobil Corporation	80500
9	5/7/2013	MassMutual Financial Group	200
34	11/13/2011	The Allstate Corporation	1000
25	1/7/2016	Supervalu Inc	1000
48	10/5/2016	Medco Health Solutions Inc	80500
16	11/9/2004	Altria Group Inc	1000
18	3/18/2008	ConocoPhillips	200
27	2/2/2006	UAL Corporation(United Airlines)	750
12	10/16/2002	McDonald's Corporation	8000
30	11/16/2011	Murphy Oil Corp	9000
44	11/16/2007	Bristol-Myers Squibb Co.	75000
11	12/10/2004	Apple Computer, Inc	750
4	4/11/2000	U.S. Bancorp	9000
23	3/22/2014	Capital One Financial Corp	500
34	1/8/2003	Best Buy Co., Inc.	9000
15	3/25/2003	Sears Holdings Corporation	100
39	5/25/2014	Whirlpool Corporation	100000
41	9/22/2004	The PNC Financial Services Group	10000
22	1/23/2009	Aetna Inc.	80500
41	9/16/2016	International Paper Company	500
43	2/17/2010	DuPont	1200
27	8/1/2015	McKesson Corporation	5400
17	5/8/2015	Exxon Mobil Corporation	300
9	8/8/2010	General Dynamics Corporation	750
21	7/11/2009	Cisco Systems, Inc.	8000
28	3/1/2000	Cardinal Health, Inc	100
33	4/22/2009	Lockheed Martin Corporation	5400
44	9/9/2004	Express Scripts	200
37	3/15/2016	Johnson & Johnson	4500
4	6/4/2007	MassMutual Financial Group	100
47	2/10/2009	The Allstate Corporation	750
33	10/17/2008	Archer-Daniels-Midland Company	200
23	9/27/2004	Supervalu Inc	100000
27	2/2/2003	United Technologies Corporation	80500
41	3/14/2005	Morgan Stanley	500
17	6/12/2012	Goodyear Tire & Rubber	97650
8	8/23/2003	United Services Automobile Association	10000
13	3/5/2004	Intel Corporation	100
20	8/25/2010	Costco Wholesale Corp.	5400
20	10/6/2016	Express Scripts	8350
34	10/24/2006	CVS Caremark	4500
17	9/28/2004	Delta Air Lines Inc	300
1	2/24/2003	TJX Companies, Inc.	80500
9	2/21/2010	Manpower Inc.	900
33	4/17/2007	MetLife, Inc.	75000
30	1/12/2005	News Corp	9000
6	1/9/2011	The Directv Group Inc	200
16	4/5/2005	Verizon Communications	10000
49	2/3/2009	MassMutual Financial Group	8350
9	6/21/2007	State Farm Insurance	80500
6	12/16/2000	J.P. Morgan Chase & Co	1500
22	1/22/2016	CHS Inc	900
41	4/23/2010	Capital One Financial Corp	300
17	7/17/2006	Citigroup Inc	100
28	10/26/2008	Sears Holdings Corporation	97650
36	3/1/2008	Dell, Inc	100000
48	5/10/2010	Cardinal Health, Inc	200
16	1/1/2000	General Dynamics Corporation	1500
29	2/4/2011	Intel Corporation	80500
27	4/6/2012	UAL Corporation(United Airlines)	1000
16	3/5/2000	Fannie Mae	10000
9	12/20/2005	Ingram Micro	5400
17	3/9/2007	Enterprise GP Holdings	500
20	10/9/2001	Caterpillar Inc.	75000
41	10/19/2012	Costco Wholesale Corp.	1000
46	2/3/2011	Best Buy Co., Inc.	9000
33	8/12/2008	Safeway Inc.	200
44	4/20/2014	Caterpillar Inc.	9000
34	6/28/2005	Emerson Electric Co	10000
22	7/19/2008	Marathon Oil Corp.	300
15	8/16/2015	General Electric Company	9000
28	7/11/2011	The Northwestern Mutual Life Insurance Company	100
17	2/18/2016	Staples, Inc.	75000
2	8/5/2009	Freddie Mac	8350
30	8/20/2004	Delta Air Lines Inc	2500
25	12/13/2008	Nationwide Mutual Insurance Co	5400
8	8/17/2014	3M Company	1500
20	1/9/2014	New York Life Insurance Company	4500
7	2/17/2015	Bristol-Myers Squibb Co.	1200
28	6/19/2009	Hewlett-Packard Company	80500
2	12/2/2010	United Technologies Corporation	8350
36	1/5/2012	ChevronTexaco Corporation	1500
49	9/13/2002	Prudential Financial, Inc	9000
24	10/27/2002	The Coca-Cola Company	750
17	3/1/2013	Best Buy Co., Inc.	1500
36	11/2/2011	United Health Group Inc	10000
47	4/2/2006	Amazon.com Inc.	9000
36	12/7/2008	Fluor Corporation	1500
11	12/27/2010	Hartford Financial Services Group	500
13	10/4/2014	Avnet, Inc.	1500
6	3/24/2009	Time Warner Inc.	750
39	3/6/2016	Johnson & Johnson	4500
31	12/1/2006	MetLife, Inc.	5400
3	5/1/2005	United Health Group Inc	80500
32	12/25/2006	News Corp	1500
46	5/28/2004	Costco Wholesale Corp.	900
32	6/27/2006	Coca-Cola Enterprises	300
14	8/18/2012	Bank of America Corporation	100000
46	12/1/2016	United Parcel Service of America, Inc	75000
24	1/15/2007	FPL Group Inc	8350
41	9/21/2007	Kraft Foods	2500
12	1/10/2011	United Services Automobile Association	900
37	7/8/2001	General Electric Company	500
22	2/14/2002	Fluor Corporation	500
43	12/3/2012	Abbott Laboratories	97650
23	5/13/2013	Goodyear Tire & Rubber	9000
47	1/5/2008	AmerisourceBergen Corporation	200
43	2/27/2004	Emerson Electric Co	1500
19	12/9/2005	Amerada Hess Corporation	2500
48	11/11/2008	Express Scripts	1500
23	11/1/2007	WellPoint Health Networks	1200
36	9/23/2009	Nike Inc.	2500
43	9/21/2015	Emerson Electric Co	1000
44	5/4/2008	Procter & Gamble Co	200
33	9/26/2012	J.C. Penney Company, Inc.	100
29	4/22/2004	Best Buy Co., Inc.	100000
